"Catalog_ID","Quantity","Name","Price","Brewery","Beer","ABV","IBU","Style","Sub.Style","Rating","Description","Last_Updated"
"2RHWBFWSWHHCUEISQQUVAI4X",24,"Bayern Dragon’s Breath 16oz",3,"Bayern Brewing","Dragon’s Breath",6,18,NA,"Dunkelweizen","(3.67)","Dragon's Breath is a Dark Wheat Hefeweizen, otherwise known as a Dunkelweizen. It is mild in taste, unfiltered, and moderately hopped with Hallertauer Perle hops, cold fermented eliminating any harsh aftertaste. This award winning Bavarian classic was brought to America by our German Brewmaster Jurgen. ","2020-11-19 12:44:19"
"GZSYWFQOWAW4FB4G57D67EDZ",2,"Prairie Christmas Box",40,"Prairie Artisan Ales","Christmas Bomb!",13,65,"Stout","Imperial / Double","(4.1)","The Bomb! that we all know and love, with the addition of Christmas spices – cinnamon, ginger, and nutmeg. ","2020-11-19 12:44:19"
"CAHCMXXOITLHILPRSU3ILY2X",24,"Melvin IPA 12oz",2.25,"Melvin Brewing","2x4 DIPA",9.9,100,"IPA","Imperial / Double","(4.1)","2x4 has a stupid amount of hops, layered on a light malt base that gives way to notes of pine, citrus, and tropical fruit. While there are many great beer styles from the past, think of this as a beer from the future. ","2020-11-19 12:44:19"
"TLFBFSQ7PF4YPXEWFVRERIG6",24,"Melvin Hubert MPA 12oz",2,"Melvin Brewing","Hubert MPA (2019) ",6,NA,"IPA","American","(3.78)","","2020-11-19 12:44:19"
"LSGRSZZF6P3ODR2IBEGK2KUC",24,"Belching Beaver PB Milk Stout 12oz",2.5,"Belching Beaver Brewery","Peanut Butter Milk Stout",5.3,30,"Stout","Milk / Sweet","(4.01)","Our Peanut Butter Milk Stout is simply irresistible. It’s like dark chocolate Reese’s in a glass! Rolled oats and Lactose add to the creamy body of this beer while heavenly aromas of roasted buttery peanuts and chocolate greet you with every sip. Try this out with a scoop of vanilla ice cream for a real treat!","2020-11-19 12:44:19"
"ODU74V7GRP6DEOM5MZC5P54A",23,"Wayfinder Flower In The Kettle 16oz",4,"Wayfinder Beer","Flower In the Kettle",6.7,62,"IPA","New England","(3.94)","Bucketloads of juicy Mosaic hops balance between Amarillo and grapefruit forward Simcoe. ","2020-11-19 12:44:19"
"C3HEVGL2WU5YES2AZCP5U2X5",12,"Ex Novo Sex Latin Six/Reveres Ride/Theadore/Platypus 500ml",11,"Ex Novo Brewing","Sex Is Latin For Six",6.2,NA,"Farmhouse Ale","American Wild Ale","(3.93)","Anniversary Series VI. Wild ale 100% spontaneously fermented on whole cluster Gruner grapes and oak aged for 8 months in Chardonnay barrels. ","2020-11-18 16:10:13"
"ZMP7D3Q6J5IFHU7BMGHC6OG7",24,"Mt Tabor Checkered Flannel 16oz",3,"Mt. Tabor Brewing","Checkered Flannel Brown",6,40,"Brown Ale","American","(3.71)","","2020-11-18 16:10:13"
"AFCDXKR6NPYDURGRUGYBRNV4",21,"Ex Novo Sundown 12oz",2,"Ex Novo Brewing","Sundown",4.9,13,"Lager","American","(N/A)","American Lite Lager brewed not unlike the way they do it in the Rockies. Pilsner malt, rice and a handful of hops come together to create a craftier version of mass produced yellow lagers. ","2020-11-18 16:10:13"
"EDGDVWAV5PNK5EO24T4I5ZQE",18,"Ex Novo/Upright Deep Fried Frenz 16oz",5,"Ex Novo Brewing","Eliot IPA",6.6,65,"IPA","American","(3.84)","Balanced and fresh, with plenty of Cent, Simcoe, Citra and Mosaic in the dry hop. ","2020-11-18 16:10:13"
"KOO4KFTJCPSPBG7BLPJKLA33",23,"Breakside Sunset Pilsner 16oz",3,"Breakside Brewery","Sunset Pilsner",5.6,29,"Pilsner","Other","(N/A)","California Coastal Lager","2020-11-18 16:10:13"
"ZCZCMHFL7UI46EYLQN4BAS24",23,"Chapman Crafted  Beer of The Dark 12oz",8,"Chapman Crafted Beer","Beer of the Dark",14,35,"Stout","Imperial / Double","(4.26)","Bourbon barrel-aged imperial stout with vanilla ","2020-11-18 16:10:13"
"UK7ADMM7JHHSH7OXHSNPZOHJ",23,"Crown and Hops Beat Messenger 16oz",4,"Crowns & Hops","Beat Messenger",5,NA,"Pilsner","Other","(N/A)","","2020-11-18 16:10:13"
"GCYOXFQNTOVMOS4KBQM7XLVL",21,"Crown and Hops Urban Anomaly 16oz",4.5,"Crowns & Hops","Urban Anomaly",6,NA,"Stout","American","(3.62)","","2020-11-18 16:10:13"
"PT26JEIQPUJVJ7WJMTBXYOUC",37,"Untitled Art Loaded French Toast 16oz",5.5,"Untitled Art","Loaded French Toast Imperial Stout",11,NA,"Stout","Imperial / Double Pastry","(4.34)","Brewed with Cinnamon & Maple Syrup & Milk Sugar ","2020-11-18 16:10:13"
"WG4NDNW7VET2UACZ7Q2ZGYJG",24,"Schlenkerla Helles 16oz",4,"Schlenkerla (""Heller-Bräu"" Trum)","Helles Schlenkerla Lagerbier",4.3,30,"Lager","Helles","(3.51)","“Schlenkerla Helles” is brewed with fine Bavarian aroma hops from the area around the city of Nürnberg. It's lagered in century old caves underneath the historic Schlenkerla brewery and maltings. Schlenkerla Helles is boiled in the same copper kettles and bottom fermented by the same yeast as the historic Schlenkerla Smokebeer. Its subtle smokiness without using smoke malt makes “Helles Schlenkerla Lager” a unique representative of the classic lager beer style “Bavarian Helles”. ","2020-11-18 16:10:13"
"FKJTKDXJDXANYOBOETSYT6JH",23,"Cascade honey ginger lime",5.5,"Cascade Brewing","Honey Ginger Lime",6,NA,"Sour","Fruited","(4.05)","This easy drinking Northwest sour ale features a spiced rye base beer aged in oak wine barrels","2020-11-18 16:10:13"
"OXAXRMUUVNUFPOSBB4PSG2AU",15,"Untitled Art Grapefruit IPA 16oz",4.5,"Untitled Art","White Grapefruit Gose",4.5,NA,"Sour","Gose","(3.68)","","2020-11-18 16:10:13"
"SBIOIVA6S3UODPVIXPBJ73A7",7,"Little Beast Lager/Maiden West/Treasure Hunter/Wolf Camp 16oz",3.75,"Little Beast Brewing","Lager",4.8,NA,"Lager","American","(3.81)","Crisp, clean and fresh. Simple ingredients masterfully balanced.","2020-11-18 16:10:13"
"SN7OMFJAVOHKIFSK3STN2K63",21,"Double Mountain Ciders 500ml",5.5,"Double Mountain Brewery & Cidery","Vaporizer",6,55,"Pale Ale","American","(3.5)","Dry Hopped Pale Ale ","2020-11-18 16:10:13"
"IKTSORSKAVA6NTO6ZNCTROXT",12,"Gigantic Most Premium / Parcipitory IPA",6.5,"Gigantic Brewing Company","Most Premium Russian Imperial Stout",10,55,"Stout","Russian Imperial","(3.96)","As black as the uncaring hearts of the czars of Russia, as rich as their estates, as decadent as their palaces, and big enough for their empire, this imperial stout is nothing if not premium. ","2020-11-18 16:10:13"
"IMIASEQLBDMI6FE4JGIVFUHB",22,"Lupulin sexy Hops 16oz",4.25,"Lupulin Brewing Company ","Sexy Hops - Vic Secret & Kohatu",6,50,"IPA","American","(4.01)","Sexy Hops is a series of one-off IPAs brewed with the sexiest hops available today. Each beer will be a different and unique showcase of some of today's hottest hops. ","2020-11-16 12:45:01"
"G4WYGH2Z2NUA54VFEQDST6WU",22,"Airways Jumbo Juice 16oz",4,"Airways Brewing Company","Jumbo Juice IPA",6,50,"IPA","American","(3.91)","Smooth, silky, and bursting with bold tropical hop flavors and aroma from loads of ultra-amazing Mosaic, Citra and Simcoe hops. ","2020-11-16 12:45:01"
"XPBZXBSUGFCBXH6UOPPFOIXL",21,"Drekker Odin Is My Overlord 16oz",5,"Drekker Brewing Company","Odin Is My Overlord",8,70,"IPA","Imperial / Double New England","(4.11)","Odin is My Overlord, part of Drekker Brewing's Valhalla Series, is a lactose double IPA brewed with CTZ, Mosaic, Enigma, and Hallertau Blanc hops. ","2020-11-16 12:45:01"
"WFPDJKWH4UGLVWSAUV3L74W5",15,"Drekker Hyper Scream 16oz",5,"Drekker Brewing Company","Hyper Scream",8.4,NA,"IPA","Imperial / Double New England","(4.08)","Hyper Scream is brewed with a whole bunch of oats & spelt, hopped with CTZ, Citra, & Vic Secret, fermented with Nordic Kveik yeast at extremely high temperatures, then dry hopped with even more Citra & Vic Secret. ","2020-11-16 12:45:01"
"YYSNXC657F6D5Z3VBYIC5UED",9,"Drekker Clueless Wonder 16oz",5,"Drekker Brewing Company","Clueless Wonder",8.3,NA,"IPA","Imperial / Double New England","(4.2)","Clueless Wonder, a double IPA brewed with Mosaic, Citra, Azacca, Cashmere, Lemon Drop, 007, and Huell Melon, is an offering to all our favorite presumptuous wanna-be cosmopolitan hacks out there. It’s super soft and smooth with big notes of melon, peach, and candied lemon. Big, delicios, and as unsophisticated as they come. ","2020-11-16 12:45:01"
"CXNTAG5H6LKGYDMFFTQTXBIT",37,"Brewing Projekt Evil Gma 12oz",5,"The Brewing Projekt","Evil Gma",7.86,NA,"Stout","Imperial / Double","(4.08)","Imperial Stout with sweet potato, cinnamon, nutmeg & marshmallow flavor. ","2020-11-16 12:45:01"
"L6KQQQYJOKULHYKZB2G5TK4Z",20,"Tripping Animals Yak Shake Double Pineapple Guava 16oz",5.5,"Tripping Animals Brewing Co.","Double Pineapple Guava Vanilla Milkshake (Yak Shake Series)",8.5,NA,"IPA","Imperial / Double Milkshake","(3.96)","This is the second member of our Yak Shake Series. This beer is a Double Milkshake India Pale Ale conditioned with Pineapple, Guava, Madagascar Vanilla, Milk Sugar, and hopped with Citra, Galaxy, and Mosaic. ","2020-11-16 12:45:01"
"BYD4JT4HTC4XPBA3D7UAIVDG",23,"Tripping Animals Bandido 16oz",4.5,"Tripping Animals Brewing Co.","Bandido",6,NA,"IPA","Session / India Session Ale","(3.92)","Session India Pale Ale Triple Dry Hopped with Mosaic ","2020-11-16 12:45:01"
"PGH7NSABLRNO25JM76DWN2MW",19,"Modern Times Occhio Malocchio 16oz",3.5,"Modern Times Beer","Occhio Malocchio",5.3,NA,"Pilsner","Other","(3.9)","This Italian-style pilsner was born of a grain bill featuring Bohemian pilsner & chit malt and subsequently hopped with Saaz, Saphir, and Hallertau Mittlefruh, yielding an enchanting, absurdly-drinkable pils with a delightfully floral, lightly spicy profile underscored by delicate citrus. It’s a crispy boi of the highest caliber. ","2020-11-16 12:45:01"
"T7RXWBOB7V36ZPWPR2GHXR5E",20,"Founders Big Luscious 12oz",2.75,"Founders Brewing Co.","Big Luscious",7.8,30,"Stout","American","(3.87)","A rich and robust stout serves as the foundation for this decadent dessert beer. Raspberries lend a tart and refreshing sweetness while the addition of dark chocolate takes it to an indulgent level. Big, yet balanced, Big Luscious is perfect for sharing with friends and family. Or you can keep it all to yourself. We won’t tell. ","2020-11-16 12:45:01"
"2IDPJOKWJC6ENIJXHPHJ7AR5",23,"Founders KBS Maple Mackinac 12oz",6,"Founders Brewing Co.","KBS Maple Mackinac Fudge",11,40,"Stout","Imperial / Double Coffee","(4.44)","Michigan didn't invent old-fashioned fudge, but it was perfected here. We pay tribute to this time-honored tradition with KBS Maple Mackinac Fudge. By amplifying the rich chocolate notes of KBS using Mackinac Fudge coffee, then adding maple syrup and aging it in oak bourbon barrels, we've created a bold new take on our barrel-aged classic - one that could only have originated in Michigan. ","2020-11-16 12:45:01"
"NNOH4WIIEWSUDRGCSMXKLEBU",11,"Gigantic Barrel Aged Massive 500ml",14,"Gigantic Brewing Company","MASSIVE! (Bourbon Barrel Aged) (2019)",14,NA,"Barleywine","English","(4.26)","In making MASSIVE! Bourbon Barrel Aged we used only British Golden Promise malt and boiled for eight hours, giving the beer a deep ruby color and rich malt flavor. We then aged MASSIVE! in bourbon barrels for almost 2 years. Enjoy the richness and intensity now, or after years and year and years more of aging.","2020-11-16 12:45:01"
"U2CD43DEULW72LFRT33M2LAH",11,"Breakside Cultivating Mass/Chocolate Grasshopper 12oz",8.5,"Breakside Brewery","Cultivating Mass",10.5,30,"Porter","Imperial / Double","(4.17)"," Aged 18 month in bourbon barrels ","2020-11-16 12:45:01"
"SOYG5ED3EJ3BZKJCZ5RULK2W",41,"Little Beast Circle Cutter/Fogmatic 16oz",4.75,"Little Beast Brewing","Circle Cutter",6.5,NA,"IPA","American","(3.68)","Pineapple, tangerine, and orange citrus, amplifying the natural fruit characteristics from Trident and El Dorado hops ","2020-11-16 12:45:01"
"Y255WIMWO2JSOADHH4TY6U3F",11,"Skookum 2020 Barren Wood 12oz",8,"Skookum Brewery","Barren Wood - Vanilla Port Bourbon (2020)",11.5,NA,"Barleywine","English","(4.52)","","2020-11-16 12:45:01"
"UIDWB5B7YJ55HWWUGTIMLNLD",24,"Ommegang Solera 12oz",3.75,"Brewery Ommegang","Solera",6.9,9,"Sour","Other","(3.74)","Gently tart, delicately sweet and completely refreshing, Solera is an incomparable ale crafted for Ommegang by Liefmans, our sister blendery in Belgium. A mixed-culture fermentation in open copper vats is followed by months of aging. Similar in approach to the classic “solera method” of blending liquids of varying ages, master blenders regularly mix new batches with older ones to achieve the perfect balance of sweet and sour. ","2020-11-16 12:45:01"
"3AHIWT65IJDRXW2YZD64GCEO",15,"Anchor Merry Christmas & Happy New Year 12oz",2.25,"Anchor Brewing Company","Merry Christmas & Happy New Year (Our Special Ale)",7.4,NA,NA,"Winter Warmer","(3.61)","","2020-11-16 12:45:01"
"TMRA6FQ6TERGFU4HO47ZEZZY",5,"Anchor Merry Christmas & Happy New Year 1.5L",18,"Anchor Brewing Company","Merry Christmas & Happy New Year (Our Special Ale)",7.4,NA,NA,"Winter Warmer","(3.61)","","2020-11-16 12:45:01"
"ZMEM4XNR2JYZWGDCJQMS6KPQ",22,"PBR Hard Coffee 11oz",3,"Pabst Brewing Company","Pabst Blue Ribbon Hard Coffee",5,NA,NA,"Malt Beer","(3.95)","Coffee flavored malt beverage. ","2020-11-16 12:45:01"
"S6SRLJZ3SJCLNAOQYI3QR35F",14,"Modern Times Elara 16oz",3.25,"Modern Times Beer","Elara",7,45,"IPA","New England","(3.88)"," Bursting with notes of mango, papaya, and fresh apricot, this IPA will be a staggeringly effective countermeasure for the enduring heat. Stuffed with heaps of Mosaic and Amarillo hops, it’ll make for a pretty fantastic way to close out the summer. ","2020-11-16 12:45:01"
"D6SYKGTTTEGM2QFUS46XMJ3L",12,"Varietal Transmutator 500ml",12.5,"Varietal Beer Co.","Transmutator",9.6,NA,"Bock","Doppelbock","(4.07)","American doppelbock fermented in stainless & then lagered in whiskey barrels previously used to age Sovereign of Nockmaar. Rich malt flavors & a mild oak character, alcohol heat & finishes with toffee. ","2020-11-16 12:45:01"
"F7TT2PFS5Y74JZJKNPYQMC4I",21,"Untitled Art CBD Strawberry",3,"Untitled Art","CBD Sparkling Water Organic Strawberry",NA,NA,NA,"Hard Seltzer","(N/A)","","2020-11-12 13:14:01"
"ICPKN3XPGMNK4C43OCLVFVE3",11,"2015 Boon Geuze 375ml",18,"Brouwerij Boon","Oude Geuze Boon Gordelfestival (2014-2015)",6.5,NA,"Lambic","Gueuze","(3.88)","","2020-11-12 13:14:01"
"AS7E7GE63TZDARGHGJMLNHRQ",5,"Block 15 2017 Hypnosis/Framboise White 500ml",15,"Block 15 Brewing Company","Hypnosis (2017) ",10.75,NA,"Barleywine","Other","(4.26)","Brewed with specialty English malt, this rustic Barleywine was matured for 12 months in freshly-emptied French Cognac barrels. ","2020-11-12 13:14:01"
"KEOFSRATS3CD43ZIFQZMZAWM",41,"Sante Adairius Simpleton IPA",4.75,"Sante Adairius Rustic Ales","Simpleton",6.5,70,"IPA","American","(4.04)","Simcoe & Galaxy hops ","2020-11-11 12:23:07"
"VZ2ADYXY7QFT22THNS4HFMHQ",44,"Sante Adairius Tommorow Today",4.75,"Sante Adairius Rustic Ales","Tomorrow, Today",7.4,NA,"IPA","American","(4.15)","IPA with Simcoe, Citra, and Mosaic. ","2020-11-11 12:23:07"
"ZJ6XCKTYNIXZWZ2TUYYBAJJD",47,"Wild Mind Ales Rented Luxury",4.75,"Wild Mind Artisan Ales","Rented Luxury",6.8,NA,"IPA","New England","(3.97)","NE IPA brewed with Nelson Sauvin, Strata,","2020-11-11 12:23:07"
"LCIOR3IJAYPGX4JRVPU4EPAO",23,"Modern Times Temple of Ruin 16oz",4.5,"Modern Times Beer","Temple of Ruin",7,NA,"IPA","New England","(4.13)","The progeny of a mental & emotional partnership with Burial Brewing, this hazy IPA is dankness given physical form, with outrageous quantities of Mosaic & Simcoe yielding a juice-vortex replete with flavors and aromas of tropical fruit and citrus, with just a touch of pine to put the bow on top. For real. It’s delicious. You should totally buy some. ","2020-11-11 12:23:07"
"VNO6ODKUQAHJLIX3VF4ADLHQ",24,"Lupulin Brewing Blissfull Ignorance 16oz",4.25,"Lupulin Brewing Company ","Blissful Ignorance",9,70,"IPA","Imperial / Double","(4.13)","Inspired by the wonderful hoppy beers coming out of the Northeast. This Double IPA is loaded with waves of some of the juiciest hops available. Citra, Mosaic, Columbus blend together to make this hop juice. Intentionally left hazy with yeast in suspension to create a soft mouthfeel and enhance the flavor of this wonderfully hoppy beer ","2020-11-11 12:23:07"
"CDDCJ72OBSL5RV4VZZBSA67G",24,"Ruse Shadow Anatomy 16oz",4.5,"Ruse Brewing","Shadow Anatomy",7,NA,"IPA","New England","(4.11)","This hazy IPA was brewed with a mega dose of UK Golden Promise and Spelt malt. It was then Dry-hopped with Taiheke, Vic Secret, and Galaxy hops for an ultimate","2020-11-11 12:23:07"
"5QDKGJ7DXVWQATGY5HAZLDNZ",12,"Bull Run Powerhouse Dry 500ml",6.75,"Bull Run Cider","Powerhouse Dry Cider",7.4,NA,"Cider","Dry","(3.29)","A tribute to the history of the Bull Run Powerhouse, this cider melds the best properties of aromatic heirloom apples with those of traditional bittersweet and bittersharp cider apples. This cider comes across crisp and balanced with a clean finish. All apples in this cider are grown within 100 miles of our cidery. From our grove to your glass; please enjoy responsibly, well chilled, and in good company. ","2020-11-11 12:23:07"
"ZLB7D53ESORLVZJFXQMGXB2X",12,"Goose Island Lolita 750ml",12,"Goose Island Beer Co.","Lolita",8.7,32,"Farmhouse Ale","American Wild Ale","(3.87)","Lolita is a pink rose colored Belgian style pale ale fermented with wild yeast and aged on raspberries in wine barrels. Aromas of fresh raspberries, bright jammy fruit flavors and crisp, refreshing body make Lolita ideal for beer drinkers fond of Belgian Framboise. ","2020-11-10 12:54:18"
"C3G3RRYYDCJDPNRTGJP6N32R",24,"Hoof Hearted Rose Gose",3,"Hoof Hearted Brewing","Rosé Gosé",4.2,5,"Sour","Gose","(3.78)","Just when you thought you had done slurped up all the neon, well, you done thought wrong. Rosé Gosé is hot pink in appearance with a tart berry flavor. Brewed with Himalayan Pink Sea Salt, Coriander, Hibiscus, then soured with Lactobacillus and fermented with Saison yeast. Slicker than your rich, French uncle sippin pink vino on the deck of a yacht off the coast of St. Tropez. Anchors down, pinkies up! ","2020-11-10 12:54:18"
"6JXV3QQ7GRRTXGN4NLFJJIPW",24,"Off Color Beer for Tacos 16oz",3.5,"Off Color Brewing","Beer For Tacos",4.8,NA,"Sour","Gose","(3.81)","You know what sunshine makes us think of? Tacos. You know what tacos make us think of? Margaritas. So, we made a tart wheat beer, added kaffir lime leaf, key lime, orange, and pink Himalayan salt. All it's missing is the two hour wait for the Big Star Patio. And tacos. ","2020-11-10 12:54:18"
"T4KV5G2J5IZ4KEPSSMHZGQEH",24,"Off Color Le Predator 16oz",3.5,"Off Color Brewing","Le Predateur",6.5,NA,"Farmhouse Ale","Saison","(3.81)","A beret-wearing, baguette-eating, mustached farmhouse ale made with French malts, French saison yeast, and Australian hops... what?","2020-11-10 12:54:18"
"LPCPTTS7AT6C7QQIPIODNROS",24,"Off Color Brewing Very Very Far 16oz",3.5,"Off Color Brewing","Very, Very Far",6,24,NA,"Blonde Ale","(3.75)","A twist on the spirit of Belgian mixed fermentation that utilizes a non-traditional wine yeast, Torulaspora delbrueckii. Torulaspora enhances fruitiness while a classic Belgian ale yeast imparts a Belgian spice character. The Rakau/Sterling hop profile is built to compliment the fruit ester character from Torulaspora delbrueckii and spicy character from the Belgian ale strain. This golden Belgian style ale has subtle fruity notes of apricot, lychee, currant, and honey layered with noble hop spice and peppercorn phenols notes. ","2020-11-10 12:54:18"
"WF3MUIZ7TWYTBTYH5XYHLGPH",19,"Spider City Black Lava 16oz",4.25,"Spider City Brewing","Black Lava",5.8,NA,"Porter","Baltic","(N/A)","Baltic porter with sea salt ","2020-11-10 12:54:18"
"HDQBF55LTFUQRJLS7G4OCPZT",12,"GOOSE JULIET",12,"Goose Island Beer Co.","Juliet",8,15,"Farmhouse Ale","American Wild Ale","(4.08)","American Wild Ale with Blackberries. Fermented with wild yeasts and aged in red wine barrels with blackberries, Juliet is","2020-11-10 12:54:18"
"GAWOWK54KADRQUA6RVNV3N2D",23,"Coint Toss Sweet Heat Repeat 16oz",3.75,"Coin Toss Brewing","Sweet Heat Repeat",4.9,9,"Wheat Beer","Other","(N/A)","Brewed in memory of the classic Sweet Heat originally brewed by the now defunct Burnside Brewing, Coin Toss Brewing collaboated with the original brewers to revibe this treat from the dead.","2020-11-09 12:42:06"
"AKAIVHBT5US27MYPXFWWRF3K",18,"New Image Strata Bro 16oz",4,"New Image Brewing","Double Double Double Double - Simcoe, Strata, Idaho 7",9.5,35,"IPA","Imperial / Double","(4.49)","Quadruple dry hopped double IPA with Simcoe, Strata, and Idaho 7 ","2020-11-09 12:42:06"
"4O3VA6HUBOLTWDN7JMDYJDP4",16,"New Image Flamingo Shorts 16oz",5,"New Image Brewing","Flamingo Shorts",7.8,15,"IPA","New England","(4.19)","Double Dry Hopped IPA ","2020-11-09 12:42:06"
"MEUBYLGKO56AFHSBTF5PAFSC",15,"New Image TDH Coriolis Effect 16oz",6,"New Image Brewing","TDH Coriolis Effect - Galaxy & Strata",9.5,20,"IPA","Imperial / Double New England","(4.37)","Triple Dry Hopped Double IPA version of Coriolis Effect with Galaxy & Strata ","2020-11-09 12:42:06"
"LEMFRKQ2T47P3GUOOEGXMLO2",12,"Modern Times Danger Dolphin 16oz",3.75,"Modern Times Beer","Danger Dolphin",5.5,NA,"Pilsner","Other","(3.86)","A towering marvel of lager-craft, this pils was brewed and dry-hopped with Citra & Perle, yielding a singularly tasty adult beverage experience. ","2020-11-09 12:42:06"
"FD6HMLRRYWAEYQKTXP4HZQV4",6,"Firestone Walker Anniversary XXIV 12oz",13.25,"Firestone Walker Brewing Company","Firestone 24 (XXIV) Anniversary Ale",11.3,30,"Strong Ale","American","(4.37)","Our annual anniversary ale, blended with the help of local Paso Robles winemakers. Components: 27% Velvet Merkin, 26% Stickee Monkee, 17% Parabola, 17% Smoked Imperial Walker's Reserve, 11% Bravo, and 4% Tequila Barrel Helldorado ","2020-11-09 12:42:06"
"RW6HBMMZ6VDQ6PDEQGGXQSRL",18,"Beachwood Crowning Star 16oz",4,"Beachwood Brewing","Crowning Star",7.1,50,"IPA","American","(4.11)","West Coast-style IPA","2020-11-09 12:42:06"
"5VEZDXQC6CBRLY2UJHQX57Z4",11,"Logsdon Peche N Brett 750ml",19,"Logsdon Farmhouse Ales","Peche 'n Brett",10,NA,"Farmhouse Ale","Saison","(4.32)","Our seasonal oak aged organic peach beer is brewed with local Oregon fruit. Peche 'n Brett is brewed and refermented with the peaches in our Seizoen Bretta. One and a half pound of peaches are added to each gallon of Bretta to produce a secondary fermentation resulting in complex peach aroma and flavor, hop balance and subtle malt character, followed up with brettanomyces and oak derived fruity dryness. Final refermentation with pear juice provides natural carbonation with added aromas and flavors in the bottle. ","2020-11-09 12:42:06"
"6PODRUJPHF43N7XNETT6LLOI",24,"Occidental Altbier 16oz",2.5,"Occidental Brewing Co.","Altbier",5.2,NA,"Pale Ale","Altbier","(3.67)","Our take on Dusseldorf's broad style features our most complex grain bill, which produces a malty, amber beer with a lot of flavor. Saphir hops give it a spicy, noble aroma and delicious hop profile. Definitely on the hoppy side for this style of beer. ","2020-11-09 12:42:06"
"C4QT5XIZPKUCFVTT667J5EPS",18,"Beachwood Mocha Machine 12oz",3.25,"Beachwood Brewing","Mocha Machine",9.2,46,"Porter","Imperial / Double Coffee","(4.15)","Mocha Machine is a well-engineered endeavor in massive aromatics and rich flavors. Brewed with an array British and German malts, this burly brew is infused with masterfully roasted coffee from Portola Coffee Lab in Costa Mesa, CA. It is then aged on cacao nibs from Equador, adding an awesomely deep dimension of fudge. 9.2% ABV, 46 IBUs ","2020-11-09 12:42:06"
"24HZY3FDUJYNMH6KNGE76TLF",24,"Rev Nat’s Saint Citron 12oz",2.75,"Reverend Nat's Hard Cider","Saint Citron",5.2,NA,"Cider","Herbed / Spiced / Hopped","(3.83)","Cider with lemon, lime, Meyer lemon, Persian black lime, kumquat and grapefruit. Cascade hops, ginger, sea salt. ","2020-11-09 12:42:06"
"BWKO4BM33RS2WR6B4LF7KRDZ",12,"Bull Run Bramble Berry 500ml",7,"Bull Run Cider","Bramble Berry Cider",6.8,NA,"Cider","Other Fruit","(3.52)","Bull Run Cider's Bramble Berry is made with a selection of summer ripening apples, infused with a blend of locally grown Marion, Black and Boysenberries. The result is a cider rich in color and full of berry flavor and aroma. This fusion of apple and berry flavors offers a taste of some of the finest fruit Oregon has to offer. From our grove to your glass; please enjoy responsibly, well chilled, and in good company. ","2020-11-09 12:42:06"
"ETA57MXGOJEPBUGCB477QILN",11,"Crooked Stave Petit Sour 16oz",6.75,"Crooked Stave Artisan Beer Project","Petit Sour Passion Fruit (2014)",5,NA,"Farmhouse Ale","American Wild Ale","(4.22)","2014 Cellar Reserve Petit Sour Passionfruit fermented with passionfruit but unoaked. ","2020-11-06 13:14:50"
"TKYA6CX5URSNJGNCC4VAMMRR",23,"Crooked Stave Earl Grey 12oz",2.5,"Crooked Stave Artisan Beer Project","Earl Grey Saison",5,25,"Farmhouse Ale","Saison","(4.08)","Tea-Infused Saison with Brettanomyces ","2020-11-06 13:14:50"
"M2AGCTT7QB6D6BYCYTSTHVGJ",23,"Crooked Stave Sun Prince 12oz",3.75,"Fonta Flora Brewery","Sun Prince",8.2,NA,"IPA","Imperial / Double","(3.92)","A double india pale ale fermented with local peaches and double dry-hopped with meridian, pacific jade and mosaic","2020-11-06 13:14:50"
"KHWL6F4RWKV2X6OEH2KUVBS3",24,"Anchorage Not Your Kind of People 16oz",6.5,"Anchorage Brewing Company","Not Your Kind of People",8.4,NA,"IPA","Imperial / Double","(4.02)","Brewed with Citra, Galaxy, Enigma, and Motueka ","2020-11-06 13:14:50"
"IUQAIUY4VRMPXIIJMTHF3GVX",23,"New Glory Ubahdank 16oz",3.5,"New Glory Craft Brewery","Ubahdank",7.2,75,"IPA","American","(3.92)","This IPA will smack you in the face with its dank aromas and flavors. Its super sticky hop character is supported by a subtle, bready-like foundation of Northern American and German malts. Mosaic hops provide an array of citrus and tropical fruit aromas reminiscent of grapefruit, orange, melon, papaya, tangerine and passion fruit. An uncharacteristically smooth bitterness leaves this beer insanely drinkable and will keep you coming back for more. ","2020-11-06 13:14:50"
"ANKBMKAWXHHYANYVIAEDR7Z3",1,"Urban Family Hex/Light Cruiser 16oz",3.75,"Urban Family Brewing","Hexaploid",4.2,20,"Farmhouse Ale","Saison","(3.59)","","2020-11-06 13:14:50"
"OVZ55ZQSP2ZEPC5ZPBUCLVAA",24,"Claim 52 Schticky 16oz",5,"Claim 52","Schticky: Choco Taco",9.4,NA,"Stout","Imperial / Double","(4.08)","Imperial Stout brewed with marris otter, flaked oats, marshmallows and lactose. Conditioned on waffle cones, vanilla and chocolate. ","2020-11-05 12:38:34"
"QGEOFSYNMXZ5VE2TFF3SY4GA",44,"Claim 52 Sup Mello 16oz",4,"Claim 52","Sup Mello",6,NA,"Pale Ale","New England","(4.04)","Hazy IPA hopped with Citra and Simcoe ","2020-11-05 12:38:34"
"UWFCB2UPKSHLJSFBT3AWC6K4",24,"New West Faith",3.5,"New West Cider","Faith",6.2,NA,"Cider","Traditional","(3.59)","","2020-11-05 12:38:34"
